,cleaned_entity_name,entity_name,lei,isin,LEI
16299,Kaltim Batumanunggal,Kaltim Batumanunggal,,,
16300,Kaltim Chindo Prima Indonesia,Kaltim Chindo Prima Indonesia,,,
16301,Kaltim Jaya Bara,Kaltim Jaya Bara,,,
16302,Kalyon Group,Kalyon Group,,,
16303,Kamachi Group,Kamachi Group,,,
16304,Kamachi Sponge  Power,Kamachi Sponge & Power Corp Ltd,,,
16305,Kamakshi Mines  Minerals Private,Kamakshi Mines & Minerals Private,,,
16306,Kamal Group,Kamal Group,,,
16307,Kamal Power,Kamal Power Ltd,,,
16308,Kamalindo Sompurna,Kamalindo Sompurna,,,
16309,Kamarajar Port,Kamarajar Port,,,
16310,Kamchatskenergo PJSC,Kamchatskenergo PJSC,,,
16311,Kamco,"Kamco, LLC.",,,
16312,Kameron Collieries ULC,Kameron Collieries ULC,,,
16313,Kamertan Madencilik ve Elektrik Üretim AŞ,Kamertan Madencilik ve Elektrik Üretim AŞ,,,
16314,KametSteel PrJSC,Kamet-Steel PrJSC,,,
16315,Kamisu Power,Kamisu Power Corp,,,
16316,Kanata Clean Power and Climate Technologies,Kanata Clean Power and Climate Technologies,,,
16317,Kanawha Eagle Mining,Kanawha Eagle Mining,,,
16319,Kanchan Purbachal Power Generation,Kanchan Purbachal Power Generation Ltd,,,
16320,Kanda Biomass Energy KK,Kanda Biomass Energy KK,,,
16321,Kandalaksha Commercial Seaport,Kandalaksha Commercial Seaport LLC,,,
16322,Kanden Energy Solution,Kanden Energy Solution Co Inc,,,
16323,Kangal Termik Santral Elektrik AŞ,Kangal Termik Santral Elektrik AŞ,,,
16324,Kangdong Thermal Plant Complex,Kangdong Thermal Plant Complex,,,
16325,Kangean Energy Indonesia,Kangean Energy Indonesia Ltd,,,
16326,Kangping StateOwned Asset Operation,Kangping State-Owned Asset Operation Company,,,
16327,Kangra Coal,Kangra Coal,,,
16328,Kangra Coal Pty,Kangra Coal Pty Ltd,,,
16329,Kangwei Technology,Kangwei Technology,,,
16330,Kansai Electric Power,Kansai Electric Power,,,
16331,Kansai Electric Power Australia Pty,Kansai Electric Power Australia Pty Ltd.,,,
16332,Kansai Electric Power   KEPCO,Kansai Electric Power CO INC (KEPCO),,,
16334,Kanyon Yenilenenilir Enerji,Kanyon Yenilenenilir Enerji,,,
16335,Kaohsiung City Government,Kaohsiung City Government,,,
16336,Kapar Energy Ventures Sdn Bhd,Kapar Energy Ventures Sdn Bhd,,,
16337,KapitalSiti PLC,Kapital-Siti PLC,,,
16338,Kaptan Demir Celik Endustrisi ve Ticaret AS,Kaptan Demir Celik Endustrisi ve Ticaret AS,,,
16339,Kapuas Bara Utama,Kapuas Bara Utama,,,
16340,Karabagh Joint Operating,Karabagh Joint Operating Company,,,
16341,Karabatan Utility Solutions LLP,Karabatan Utility Solutions LLP,,,
16342,Karachi Port Trust,Karachi Port Trust,,,
16343,Karadon Taşkömürü Işletme Müessesesi,Karadon Taşkömürü Işletme Müessesesi,,,
16344,Karagailinsky Mine Management,Karagailinsky Mine Management LLC,,,
16345,Karaganda Energy Center LLP,Karaganda Energy Center LLP,,,
16346,Karakan Invest,Karakan Invest LLC,,,
16347,Karakudukmunai KaraKudukMunay,Karakudukmunai (KaraKudukMunay),,,
16348,Karasu Operating,Karasu Operating Company,,,
16349,Karat Elektrik Üretim ve Ticaret,Karat Elektrik Üretim ve Ticaret,,,
16350,Karat Elektrik Üretim ve Ticaret AŞ,Karat Elektrik Üretim ve Ticaret AŞ,,,
16351,Karataş Termik Üretim Santral Elektrik Madencilik Sanayi ve Ticaret,Karataş Termik Üretim Santral Elektrik Madencilik Sanayi ve Ticaret,,,
16352,Karataş Termik Üretim Santral Elektrik Madencilik Sanayi ve Ticaret AŞ,Karataş Termik Üretim Santral Elektrik Madencilik Sanayi ve Ticaret AŞ,,,
16353,Karatsu Biomass Energy,Karatsu Biomass Energy,,,
16354,Karatzis SA,Karatzis SA,,,
16355,Karazhanbasmunai,Karazhanbasmunai,,,
16356,Karbindo Abesyapradhi,Karbindo Abesyapradhi,,,
16357,Kardemir Karabuk Demir Celik Sanayi ve Ticaret AS,Kardemir Karabuk Demir Celik Sanayi ve Ticaret AS,,,
16358,Karlsruher Versorgungs Verkehrs und Hafen GmbH,"Karlsruher Versorgungs-, Verkehrs- und Hafen GmbH",,,
16359,Karlstads Energi AB,Karlstads Energi AB,,,
16360,Karma Madencilik İnşaat Sanayi ve Tic AŞ,Karma Madencilik İnşaat Sanayi ve Tic. A.Ş.,,,
16361,Karma Madencilik İnşaat Sanayi ve Ticaret AŞ,Karma Madencilik İnşaat Sanayi ve Ticaret AŞ,,,
16362,Karnaphuli Power,Karnaphuli Power Ltd,,,
16363,Karo Mining,Karo Mining,,,
16364,Karo Mining Holdings,Karo Mining Holdings Ltd,,,
16365,Karoon,Karoon,,,
16366,Karoon Energy,Karoon Energy Ltd,,,
16367,Karpowership Brasil Energia Ltda,Karpowership Brasil Energia Ltda,,,
16368,Karpowership Dominican Republic SAS,Karpowership Dominican Republic SAS,,,
16369,Karpowership South Africa,Karpowership South Africa,,,
16370,Kartika Selabumi Mining,Kartika Selabumi Mining,,,
16371,Kartonfabrik Buchmann GmbH,Kartonfabrik Buchmann GmbH,,,
16372,Karun Oil and Gas Production,Karun Oil and Gas Production Company,,,
16373,Karya Bumi Baratama,Karya Bumi Baratama,,,
16374,Karya Desa,Karya Desa,,,
16375,Karya Gemilang Limpah Rejeki,Karya Gemilang Limpah Rejeki,,,
16376,Karya Harapan,Karya Harapan,,,
16377,Karya Jaya,Karya Jaya,,,
16378,Karya Manunggal,Karya Manunggal,,,
16379,Karya Murni,Karya Murni,,,
16380,Karya Putra Bersama,Karya Putra Bersama,,,
16381,Karya Putra Borneo,Karya Putra Borneo,,,
16382,Karya Silvi,Karya Silvi,,,
16383,Karya Usaha Pertiwi,Karya Usaha Pertiwi,,,
16384,Kashima Kyodo Electric Power,Kashima Kyodo Electric Power,,,
16385,Kashima South Joint Power,Kashima South Joint Power Corp,,,
16386,Kashmir Power Private,Kashmir Power Private Ltd,,,
16387,Kasih Karya Agung,Kasih Karya Agung,,,
16388,Kasikizi Coal Mine,Kasikizi Coal Mine Ltd,,,
16389,Kasseler Verkehrs und Versorgungs GmbH,Kasseler Verkehrs- und Versorgungs- GmbH,,,
16390,Kasubick Brothers Coal,Kasubick Brothers Coal Co,,,
16391,Katingan Ria,Katingan Ria,,,
16392,Katni Thermal Energy MP,Katni Thermal Energy (MP) Ltd,,,
16393,Katowicki Holding Węglowy,Katowicki Holding Węglowy,,,
16394,Katowicki Holding Węglowy KHW,Katowicki Holding Węglowy (KHW),,,
16395,Katowicki Holding Węglowy SA,Katowicki Holding Węglowy SA,,,
16396,Kaung Myat Thaw Myae,Kaung Myat Thaw Myae Co Ltd,,,
16397,Kaustik Volgograd CHP3,Kaustik Volgograd CHP-3,,,
16398,Kaveh Pars Mining Industries Development,Kaveh Pars Mining Industries Development Co,,,
16399,Kaveri Gas Power,Kaveri Gas Power Ltd,,,
16400,Kawasaki Kinkai Kisen Kaisha,Kawasaki Kinkai Kisen Kaisha Ltd,,,
16401,Kawasaki Natural Gas Power Generation,Kawasaki Natural Gas Power Generation Co Ltd,,,
16402,Kayan Putra Utama Coal,Kayan Putra Utama Coal,,,
16403,KazAzot,KazAzot,,,
16404,KazCoal Investments Pte,KazCoal Investments Pte Ltd,,,
16405,KazMunayGas,KazMunayGas,,,
16406,KazMunayGas International,KazMunayGas International,,,
16407,KazMunayTeniz,KazMunayTeniz,,,
16408,KazRosGas,KazRosGas,,,
16409,Kazakhmys Coal,Kazakhmys Coal LLC,,,
16410,Kazakhmys Energy LLP,Kazakhmys Energy LLP,,,
16411,Kazakhmys Holding LLP,Kazakhmys Holding LLP,,,
16412,Kazakhoil Aktobe,Kazakhoil Aktobe,,,
16413,Kazakhstan Electricity Grid Operating,Kazakhstan Electricity Grid Operating Co,,,
16414,Kazakhstan Utility Systems LLP,Kazakhstan Utility Systems LLP,,,
16415,Kazakhturkmunai LLP,Kazakhturkmunai LLP,,,
16416,Kazan Soda Elektrik Üretim AŞ,Kazan Soda Elektrik Üretim AŞ,,,
16417,Kazanorgsintez PJSC,Kazanorgsintez PJSC,,,
16418,Kazgermunai KazGerMunay,Kazgermunai (KazGerMunay),,,
16419,Kaziwiziwi Coal Mining,Kaziwiziwi Coal Mining Co,,,
16421,Keangnam Enterprises,Keangnam Enterprises Ltd,,,
16422,Keaton Energy,Keaton Energy,,,
16423,Kebabangan Production Oil,Kebabangan Production Oil Co,,,
16424,Kedap Sayaaq,Kedap Sayaaq,,,
16425,Keelung Harbor Authority,Keelung Harbor Authority,,,
16426,Kehler Group Sweden AB,Kehler Group Sweden AB,,,
16427,Kekedala Zhongsheng Energy,Kekedala Zhongsheng Energy Co Ltd,,,
16428,Kelachandra Group,Kelachandra Group,,,
16429,Kellar Augering,Kellar Augering,,,
16430,Kelson Holding,Kelson Holding,,,
16431,Kelt Exploration LNG,Kelt Exploration (LNG) Ltd.,,,
16432,Kemei Wu,Kemei Wu,,,
16433,Kemilau Rindang Abadi,Kemilau Rindang Abadi,,,
16434,Kemira Oyj,Kemira Oyj,,,
16435,Kemmerer Operations,Kemmerer Operations,,,
16436,Kemuning Tambang Sentosa,Kemuning Tambang Sentosa,,,
16437,Kenana Sugar,Kenana Sugar Company,,,
16438,Kendilo Coal Indonesia,Kendilo Coal Indonesia,,,
16439,Kennedy Brothers Construction,Kennedy Brothers Construction,,,
16440,Kentex Worland,Kentex Worland,,,
16441,Kentucky Energy,Kentucky Energy LLC,,,
16442,Kentucky Fuel Corporation,Kentucky Fuel Corporation,,,
16443,Kentucky Gem,Kentucky Gem INC,,,
16445,Kentucky Municipal Power Agency,Kentucky Municipal Power Agency,,,
16446,Kenya Electricity Generating  KenGen,Kenya Electricity Generating Company (KenGen),,,
16447,Kenya Electricity Generating  PLC,Kenya Electricity Generating Company PLC,,,
16448,Kenya Ports Authority,Kenya Ports Authority,,,
16449,Keppel Sakra Cogen KSC Pte,Keppel Sakra Cogen (KSC) Pte Ltd,,,
16450,Keppel Seghers Hong Kong,Keppel Seghers Hong Kong Ltd,,,
16451,Kerala State Electricity Board,Kerala State Electricity Board,,,
16452,Kerala State Industrial Development,Kerala State Industrial Development Corp Ltd,,,
16453,Keritang Buana Mining,Keritang Buana Mining,,,
16454,Kermanian Power Group,Kermanian Power Group,,,
16455,Kern River Cogeneration,Kern River Cogeneration Co,,,
16456,Kern River Holdings,Kern River Holdings,,,
16457,Kerogen Capital,Kerogen Capital,,,
16458,Kerr Mcgee Oil  Gas Onshore,Kerr Mcgee Oil & Gas Onshore,,,
16459,Kesem Energy,Kesem Energy,,,
16460,Kessler Coal,Kessler Coal Inc.,,,
16461,Kestrel Coal Resources,Kestrel Coal Resources,,,
16462,Keystone Anthracite,Keystone Anthracite Co,,,
16463,Keystone Coal Reserves,"Keystone Coal Reserves, LLC",,,
16464,Keystone Industries,Keystone Industries,,,
16465,Keystone Power PassThrough Holders,Keystone Power Pass-Through Holders LLC,,,
16466,Keystone Urban Renewal LP,Keystone Urban Renewal LP,,,
16467,Khafji Joint Operations,Khafji Joint Operations,,,
16468,Khalda,Khalda,,,
16469,Khalda Petroleum,Khalda Petroleum,,,
16472,Khang Thong Group,Khang Thong Group,,,
16473,Khanh Hoa Coal,Khanh Hoa Coal Co,,,
16475,Kharazmi Investment,Kharazmi Investment Co,,,
16476,Kharkiv CHP5 PJSC,Kharkiv CHP-5 PJSC,,,
16477,Khayyam Power Generation Management,Khayyam Power Generation Management Co,,,
16478,Khayyam Steel Neyshabour,Khayyam Steel Neyshabour Co,,,
16480,Khe Cham Coal,Khe Cham Coal Co,,,
16482,Khe Sim Coal,Khe Sim Coal Co,,,
16484,Khe Tam Coal,Khe Tam Coal Co,,,
16486,Khoai Cha Coal,Khoai Cha Coal Co,,,
16488,Khoramabad Power Generation,Khoramabad Power Generation Co,,,
16489,Khoshak Brothers,Khoshak Brothers Co,,,
16490,Khotai Makmur Insan Abadi,Khotai Makmur Insan Abadi,,,
16491,Khotgor Shanaga,Khotgor Shanaga,,,
16492,Khounmixay Bridge and Road Construction and Repair,Khounmixay Bridge and Road Construction and Repair Co,,,
16493,Khulna Power,Khulna Power Co Ltd,,,
16494,KiCoal,Ki-Coal,,,
16496,KiPower,KiPower,,,
16497,Kibo Energy PLC,Kibo Energy PLC,,,
16498,Kibo Mining,Kibo Mining,,,
16499,Kideco Coal,Kideco Coal,,,
16500,Kideco Jaya Agung,Kideco Jaya Agung,,,
16501,Kiewit,Kiewit Corp,,,
16502,Killam Oil,Killam Oil Co.,,,
16503,Kilshane Energy,Kilshane Energy Ltd,,,
16504,Kilwa Energy,Kilwa Energy Co Ltd,,,
16505,Kimanis Power Sdn Bhd,Kimanis Power Sdn Bhd,,,
16506,Kimball Capital,Kimball Capital Corp,,,
16507,Kimble Clay  Limestone,Kimble Clay & Limestone,,,
16508,Kimerm JSC,Kimerm JSC,,,
16509,Kimia Mes Iranian Financial Group Investment,Kimia Mes Iranian Financial Group Investment Co,,,
16510,Kimmels Mining,Kimmel's Mining,,,
16511,Kincaid Enterprises,Kincaid Enterprises Inc,,,
16512,Kinder Morgan Production,Kinder Morgan Production Co.,,,
16513,Kindle Energy,Kindle Energy LLC,,,
16514,Kinetic Mines And Energy,Kinetic Mines And Energy,,,
16515,Kineticor Resource,Kineticor Resource Corp,,,
16516,King Brothers Coal,King Brothers Coal Inc.,,,
16517,King Coal Sales,King Coal Sales,,,
16518,King Makhado Holdings Pty,King Makhado Holdings Pty Ltd,,,
16519,Kingboard Investments,Kingboard Investments Ltd,,,
16520,Kinggood Investment,Kinggood Investment,,,
16521,Kingline Development Nigeria,Kingline Development Nigeria Ltd,,,
16522,Kingston Mining,Kingston Mining,,,
16524,Kinross International Group,Kinross International Group Ltd.,,,
16525,Kiowa Power Partners,Kiowa Power Partners LLC,,,
16526,Kipas Holding AŞ,Kipas Holding AŞ,,,
16527,Kirkham International Pte,Kirkham International Pte Ltd,,,
16528,Kirthar Joint Venture,Kirthar Joint Venture,,,
16529,Kish South Kaveh Steel,Kish South Kaveh Steel Co,,,
16531,Kishiwada Steel,Kishiwada Steel Co Ltd,,,
16533,Kissimmee Utility Authority,Kissimmee Utility Authority,,,
16534,Kistos Holdings,Kistos Holdings,,,
16535,Kistos NL2 BV,Kistos NL2 B.V.,,,
16536,Kiwira Coal and Power,Kiwira Coal and Power Ltd,,,
16537,Klabin SA,Klabin SA,,,
16538,Kleinfontein Colliery Pty,Kleinfontein Colliery Pty Ltd,,,
16540,Knox Operating,Knox Operating,,,
16542,Kobelco Power Kobe,Kobelco Power Kobe Inc,,,
16543,Koda Resources Operating,Koda Resources Operating,,,
16544,Koetaindo,Koetaindo,,,
16545,Kogas,Kogas,,,
16546,Kohinoor Energy,Kohinoor Energy Ltd,,,
16547,Kohinoor Power Pvt,Kohinoor Power (Pvt) Ltd,,,
16549,Kokdala Jinhai Energy,Kokdala Jinhai Energy Co Ltd,,,
16550,Kolahai Infotech Pvt,Kolahai Infotech Pvt Ltd,,,
16551,Kolin Group,Kolin Group,,,
16552,KolinKalyonCelikler Consortium,Kolin-Kalyon-Celikler Consortium,,,
16553,Kolkata Port Trust,Kolkata Port Trust,,,
16554,Kolmar Group JSC,Kolmar Group JSC,,,
16555,KolmiHopen,Kolmi-Hopen,,,
16556,Kommunalen Energie Beteiligungsgesellschaft Thuringen AG,Kommunalen Energie Beteiligungsgesellschaft Thuringen AG,,,
16557,Kompania Weglowa SA,Kompania Weglowa SA,,,
16558,Komunitas Bangun Bersama,Komunitas Bangun Bersama,,,
16559,Konaseema Gas Power,Konaseema Gas Power Ltd,,,
16560,Kondrla Excavating  Hauling,Kondrla Excavating & Hauling,,,
16561,Konex,Konex Ltd,,,
16562,Koni Angishti Ziddi,Koni Angishti Ziddi,,,
16563,Koniambo Nickel SAS,Koniambo Nickel SAS,,,
16564,Konkola Copper Mines PLC,Konkola Copper Mines PLC,,,
16565,Konsorcium Energia MK AD,Konsorcium Energia MK AD,,,
16566,Konya Ilgın Elektrik Üretim AŞ,Konya Ilgın Elektrik Üretim A.Ş.,,,
16567,Konya Ilgın Elektrik Üretim ve Ticaret,Konya Ilgın Elektrik Üretim ve Ticaret,,,
16568,Konya Şeker Sanayi ve Ticaret AŞ,Konya Şeker Sanayi ve Ticaret AŞ,,,
16569,Kopalnia Węgla Brunatnego Sieniawa Sp,Kopalnia Węgla Brunatnego Sieniawa Sp,,,
16570,Kopper Glo Mining,"Kopper Glo Mining, LLC",,,
16571,Korangi Creek Industrial Park,Korangi Creek Industrial Park,,,
16572,Korea Carbon Energy International,Korea Carbon Energy International Co Ltd,,,
16573,Korea Coal,Korea Coal Corp,,,
16574,Korea Gas  KOGAS,Korea Gas Company (KOGAS),,,
16575,Korea LNG,Korea LNG,,,
16576,Korea Management Policy Institute Group,Korea Management Policy Institute Group,,,
16577,Korea National Housing,Korea National Housing Corp,,,
16578,Korea National Oil Corporation,Korea National Oil Corporation,,,
16579,Korea National Oil Corporation Suc Peruana,Korea National Oil Corporation Suc. Peruana,,,
16580,Korea Overseas Infrastructure  Urban Development,Korea Overseas Infrastructure & Urban Development Corp Corp,,,
16581,Korea Petrochemical Ind,Korea Petrochemical Ind. Co Ltd,,,
16582,Korean Gas Corporation KOGAS,Korean Gas Corporation (KOGAS),,,
16583,Korla Jinchuan Mining  Tashidian No2 Minefield Coal Mine,Korla Jinchuan Mining Company Tashidian No.2 Minefield Coal Mine,,,
16584,Korporata Elektroenergjitike Shqiptare,Korporata Elektroenergjitike Shqiptare,,,
16585,Korporata Energjetike e Kosovës JSC,Korporata Energjetike e Kosovës JSC,,,
16586,Kosmos Energy,Kosmos Energy,,,
16588,Kosovo Energy Corporation JSC,Kosovo Energy Corporation JSC,,,
16589,Kot Addu Power,Kot Addu Power Co Ltd,,,
16590,Kotkan Energia Oy,Kotkan Energia Oy,,,
16591,Kotovskaya CHPP,Kotovskaya CHPP LLC,,,
16592,Koya   Construction,Koya & Company Construction Ltd,,,
16593,Kozlu Taşkömürü Işletme Müessesesi,Kozlu Taşkömürü Işletme Müessesesi,,,
16594,Kraftringen Energi AB,Kraftringen Energi AB,,,
16595,Kraftwerk Bexbach Verwaltungs GmbH,Kraftwerk Bexbach Verwaltungs GmbH,,,
16596,Kraken Development,Kraken Development,,,
16597,Kraken Operating,Kraken Operating,,,
16598,Kramatorskteploenergo JSC,Kramatorskteploenergo JSC,,,
16599,Krasnobrodsky Yuzhniy,Krasnobrodsky Yuzhniy LLC,,,
16600,Krasnoyarsk CHP1 JSC,Krasnoyarsk CHP-1 JSC,,,
16601,Krasnoyarsk Cement,Krasnoyarsk Cement LLC,,,
16602,Kreis Herford,Kreis Herford,,,
16603,Krida Makmur Bersama,Krida Makmur Bersama,,,
16604,KrisEnergy,KrisEnergy,,,
16605,Krueng Mane,Krueng Mane Ltd,,,
16606,Kruger Specialty Papers Holding LP,Kruger Specialty Papers Holding LP,,,
16607,KrymTETs,KrymTETs,,,
16608,Kuala Langat Power Plant Sdn Bhd,Kuala Langat Power Plant Sdn Bhd,,,
16609,Kuche City Kexing Coal Industry,Kuche City Kexing Coal Industry Co Ltd,,,
16610,Kuche City Yongxin Mining,Kuche City Yongxin Mining Co Ltd,,,
16611,Kuche County Yushuling Coal Mine,Kuche County Yushuling Coal Mine Co Ltd,,,
16612,Kuche Jinkou Coal Mine,Kuche Jinkou Coal Mine Co Ltd,,,
16613,Kuche Weiye Mining,Kuche Weiye Mining Co Ltd,,,
16614,Kudamatsu Port Authority,Kudamatsu Port Authority,,,
16615,Kufpec,Kufpec,,,
16616,Kulczyk Oil Ventures,Kulczyk Oil Ventures,,,
16617,Kumamoto Forest Generation,Kumamoto Forest Generation LLC,,,
16618,Kumertau Briquette Factory,Kumertau Briquette Factory LLC,,,
16619,Kumertautskaya TeTS,Kumertautskaya TeTS LLC,,,
16620,Kumho Petrochemical,Kumho Petrochemical Co Ltd,,,
16621,Kun Lu,Kun Lu,,,
16622,Kunlun Energy,Kunlun Energy Co Ltd,,,
16623,Kunolwazi Resources,Kunolwazi Resources,,,
16624,Kuperavage Ent,Kuperavage Ent,,,
16625,Kurdistan Regional Government KRG,Kurdistan Regional Government (KRG),,,
16626,Kurdistan Steel,Kurdistan Steel Co,,,
16628,Kurdistans Ministry of Electricity,Kurdistan's Ministry of Electricity,,,
16629,Kureha,Kureha Corp,,,
16630,Kurgan CHP,Kurgan CHP LLC,,,
16631,Kurgan Generating  OJSC,Kurgan Generating Company OJSC,,,
16632,Kurnia Alam Investama,Kurnia Alam Investama,,,
16633,Kurnia Group,Kurnia Group,,,
16634,Kushiara Power,Kushiara Power Co Ltd,,,
16635,Kushiro Coal Mine,Kushiro Coal Mine Co,,,
16636,Kushiro Power Generation,Kushiro Power Generation Corp,,,
16637,Kusuma Raya Utama,Kusuma Raya Utama,,,
16638,Kutai Energi,Kutai Energi,,,
16639,Kutai Kumala Energy,Kutai Kumala Energy,,,
16640,Kuwait Energy,Kuwait Energy,,,
16641,Kuwait Foreign Petroleum Exploration,Kuwait Foreign Petroleum Exploration Company,,,
16642,Kuwait Foreign Petroleum Exploration  Pakistan,Kuwait Foreign Petroleum Exploration Company Pakistan,,,
16643,Kuwait Foundry  KSCP,Kuwait Foundry Company KSCP,,,
16644,Kuwait Gulf Oil,Kuwait Gulf Oil Company,,,
16645,Kuwait Oil,Kuwait Oil Company,,,
16646,Kuwait Petroleum Corporation,Kuwait Petroleum Corporation,,,
16647,Kuznetsk CHP JSC,Kuznetsk CHP JSC,,,
16648,Kuznetskinveststroy JSC,Kuznetskinveststroy JSC,,,
16649,Kyauktan Project,Kyauktan Project,,,
16650,Kyaw Kyaw Phyo,Kyaw Kyaw Phyo Co,,,
16652,Kyivteploenergo,Kyivteploenergo,,,
16653,Kymin Voima,Kymin Voima,,,
16654,Kymppivoima Oy,Kymppivoima Oy,,,
16655,Kyrgyz Komur State Enterprise,Kyrgyz Komur State Enterprise,,,
16656,Kyudenko,Kyudenko Corp,,,
16657,Kyungdong,Kyungdong Co,,,
16659,L  E Coal,L & E Coal Company,,,
16660,L  K Coal,L & K Coal Company,,,
16661,LAIG Eolia SA,LAIG Eolia SA,,,
16662,LANCO Infratech,LANCO Infratech Ltd,,,
16663,LARA Central de Tratamento de Resíduos Ltda,LARA Central de Tratamento de Resíduos Ltda,,,
16664,LC  C Energy,"LC & C Energy , Inc",,,
16665,LCC Kentucky,LCC Kentucky LLC,,,
16666,LCT Energy,LCT Energy,,,
16667,LCT Energy LP,LCT Energy LP,,,
16669,LD Celulose SA,LD Celulose SA,,,
16670,LF del Centro S de RL de CV,LF del Centro S de RL de CV,,,
16671,LINDSAY GOLDBERG,LINDSAY GOLDBERG LLC,,,
16672,LITAT Group,LITAT Group,,,
16673,LJ Scarborough Pty,LJ Scarborough Pty Ltd,,,
16674,LUKOILWestern Siberia,LLC LUKOIL-Western Siberia,,,
16675,SevKomNeftegaz,LLC SevKomNeftegaz,,,
16676,SeveroVaryeganskoye,LLC Severo-Varyeganskoye,,,
16677,LLOG Exploration Offshore,LLOG Exploration Offshore,,,
16678,LLOX,LLOX,,,
16679,LNG9 Pte,LNG9 Pte Ltd,,,
16680,LOCUST GROVE,"LOCUST GROVE, INC.",,,
16681,LONGVIEW INTERMEDIATE HOLDINGS C,LONGVIEW INTERMEDIATE HOLDINGS C LLC,,,
16682,LOTOS Exploration and Production Norge AS,LOTOS Exploration and Production Norge AS,,,
16683,LOTOS Petrobaltic,LOTOS Petrobaltic,,,
16684,LS Power Group,LS Power Group,,,
16685,LSEZ Ekers Stividors,LSEZ Ekers Stividors LLC,,,
16686,LSI 印尼永恒冶炼有限公司,LSI (印尼永恒冶炼有限公司),,,
16687,LSPWhitewater I,LSP-Whitewater I LLC,,,
16688,LUKOIL,LUKOIL,,,
16689,LUKOIL Romania SRL,LUKOIL Romania SRL,,,
16690,LUKOILAstrakhanenergo,LUKOIL-Astrakhanenergo LLC,,,
16691,LUKOILKubanenergo,LUKOIL-Kubanenergo LLC,,,
16692,LUKOILNizhnevolzhskneft,LUKOIL-Nizhnevolzhskneft,,,
